央视（ipv6）,#genre#
北京(IPV4),#genre#

CCTV1高清,http://116.128.242.83:9901/tsfile/live/0001_1.m3u8?key=txiptv
CCTV2高清,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8?key=txiptv
CCTV4高清,http://116.128.242.83:9901/tsfile/live/0004_1.m3u8?key=txiptv
CCTV5+高清,http://116.128.242.83:9901/tsfile/live/0005_1.m3u8?key=txiptv
CCTV5高清,http://116.128.242.83:9901/tsfile/live/0006_1.m3u8?key=txiptv
CCTV6高清,http://116.128.242.83:9901/tsfile/live/0007_1.m3u8?key=txiptv
CCTV7高清,http://116.128.242.83:9901/tsfile/live/0008_1.m3u8?key=txiptv
CCTV8高清,http://116.128.242.83:9901/tsfile/live/0009_1.m3u8?key=txiptv
CCTV9高清,http://116.128.242.83:9901/tsfile/live/0010_1.m3u8?key=txiptv
CCTV10高清,http://116.128.242.83:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV11高清,http://116.128.242.83:9901/tsfile/live/0012_1.m3u8?key=txiptv
CCTV12高清,http://116.128.242.83:9901/tsfile/live/0013_1.m3u8?key=txiptv
CCTV13高清,http://116.128.242.83:9901/tsfile/live/0014_1.m3u8?key=txiptv
CCTV14高清,http://116.128.242.83:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV15高清,http://116.128.242.83:9901/tsfile/live/0016_1.m3u8?key=txiptv
湖南导视,http://116.128.242.83:9901/tsfile/live/0003_1.m3u8?key=txiptv
安徽卫视高清,http://116.128.242.83:9901/tsfile/live/0128_1.m3u8?key=txiptv
北京卫视高清,http://116.128.242.83:9901/tsfile/live/0126_1.m3u8?key=txiptv
东方卫视高清,http://116.128.242.83:9901/tsfile/live/0118_1.m3u8?key=txiptv
东南卫视高清,http://116.128.242.83:9901/tsfile/live/0127_1.m3u8?key=txiptv
广东卫视高清,http://116.128.242.83:9901/tsfile/live/0124_1.m3u8?key=txiptv
河北卫视高清,http://116.128.242.83:9901/tsfile/live/0142_1.m3u8?key=txiptv
黑龙江卫视高清,http://116.128.242.83:9901/tsfile/live/0143_1.m3u8?key=txiptv
湖北卫视高清,http://116.128.242.83:9901/tsfile/live/0121_1.m3u8?key=txiptv
湖南电视剧高清,http://116.128.242.83:9901/tsfile/live/0120_1.m3u8?key=txiptv
湖南都市高清,http://116.128.242.83:9901/tsfile/live/0139_1.m3u8?key=txiptv
湖南公共高清,http://116.128.242.83:9901/tsfile/live/0117_1.m3u8?key=txiptv
湖南经视高清,http://116.128.242.83:9901/tsfile/live/0131_1.m3u8?key=txiptv
湖南卫视高清,http://116.128.242.83:9901/tsfile/live/0130_1.m3u8?key=txiptv
湖南娱乐高清,http://116.128.242.83:9901/tsfile/live/0125_1.m3u8?key=txiptv
江苏卫视高清,http://116.128.242.83:9901/tsfile/live/0113_1.m3u8?key=txiptv
江西卫视高清,http://116.128.242.83:9901/tsfile/live/1000_1.m3u8?key=txiptv
金鹰纪实高清,http://116.128.242.83:9901/tsfile/live/1001_1.m3u8?key=txiptv
金鹰卡通高清,http://116.128.242.83:9901/tsfile/live/1002_1.m3u8?key=txiptv
快乐购高清,http://116.128.242.83:9901/tsfile/live/1003_1.m3u8?key=txiptv
辽宁卫视高清,http://116.128.242.83:9901/tsfile/live/1004_1.m3u8?key=txiptv
山东卫视高清,http://116.128.242.83:9901/tsfile/live/1005_1.m3u8?key=txiptv
深圳卫视高清,http://116.128.242.83:9901/tsfile/live/1006_1.m3u8?key=txiptv
四川卫视高清,http://116.128.242.83:9901/tsfile/live/1007_1.m3u8?key=txiptv
天津卫视高清,http://116.128.242.83:9901/tsfile/live/1008_1.m3u8?key=txiptv
潇湘电影高清,http://116.128.242.83:9901/tsfile/live/1009_1.m3u8?key=txiptv
浙江卫视高清,http://116.128.242.83:9901/tsfile/live/1010_1.m3u8?key=txiptv
重庆卫视高清,http://116.128.242.83:9901/tsfile/live/1011_1.m3u8?key=txiptv

💥 数字,#genre#
动作电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
古装剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
明星大片,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
惊悚悬疑,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
军事评论,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
爱情喜剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
海外剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
军旅剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
家庭剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
武搏世界,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
炫舞未来,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
央视（咪咕),#genre#
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8$可回看
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8$可回看
CCTV2,http://[2409:8087:5e08:24::2]:6610/000000001000/5000000011000031101/index.m3u8?channel-id=bestzb&Contentid=5000000011000031101&livemode=1&stbId=3

CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$可回看
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8$可回看
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$可回看
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$可回看
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$可回看
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$可回看
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$可回看
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$可回看
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$可回看
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$可回看
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8$可回看
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226011/index.m3u8$可回看
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8$可回看
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8$可回看
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$可回看
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$可回看
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226016/index.m3u8$可回看
CCTV1,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8$可回看
CCTV2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226540/index.m3u8$可回看
CCTV2,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225588/index.m3u8$可回看
CCTV3,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8$可回看
CCTV4,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8$可回看
CCTV5,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8$可回看
CCTV5+,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8$可回看
CCTV6,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8$可回看
CCTV7,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8$可回看
CCTV8,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226008/index.m3u8$可回看
CCTV9,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225734/index.m3u8$可回看
CCTV10,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225730/index.m3u8$可回看
CCTV11,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225597/index.m3u8$可回看
CCTV12,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225731/index.m3u8$可回看
CCTV13,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226011/index.m3u8$可回看
CCTV14,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225732/index.m3u8$可回看
CCTV15,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/index.m3u8$可回看
CCTV16,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226100/index.m3u8$可回看
CCTV17,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/index.m3u8$可回看

💥 港闽,#genre#
凤凰中文,http://211.72.65.236:8576/.m3u8
凤凰资讯,http://211.72.65.236:8577/.m3u8
壹新闻,http://211.72.65.236:8529/.m3u8
壹新闻,http://211.72.65.236:8548/.m3u8
TVBS,http://211.72.65.236:8575/.m3u8
TVBS新闻,http://211.72.65.236:8574/.m3u8
寰宇新闻,http://211.72.65.236:8547/.m3u8
中天新闻1,http://211.72.65.236:8541/.m3u8
中天新闻2,http://211.72.65.236:8526/.m3u8
中天新聞3,http://211.72.65.236:8541/.m3u8
东森新闻,http://211.72.65.236:8540/.m3u8
东森财经,http://211.72.65.236:8546/.m3u8
三立新闻,http://211.72.65.236:8543/.m3u8
年代新闻,http://211.72.65.236:8539/.m3u8
三立台湾,http://211.72.65.236:8521/.m3u8
三立都会,http://211.72.65.236:8522/.m3u8
非凡商业,http://211.72.65.236:8545/.m3u8
海峡卫视,http://211.72.65.236:8570/.m3u8
中天娱乐,http://211.72.65.236:8527/.m3u8
湖南卫视,http://211.72.65.236:8573/.m3u8
中視,rtmp://f13h.mine.nu/sat/tv091
台視,rtmp://f13h.mine.nu/sat/tv071
民視,rtmp://f13h.mine.nu/sat/tv051
华视,http://211.72.65.236:8503/.m3u8
民视,http://211.72.65.236:8504/.m3u8
公视,http://211.72.65.236:8505/.m3u8
东森超视,http://211.72.65.236:8525/.m3u8
TVBS欢乐,http://211.72.65.236:8532/.m3u8
博斯运动1,http://211.72.65.236:8587/.m3u8
人间卫视,http://211.72.65.236:8506/.m3u8
地理野生,http://211.72.65.236:8509/.m3u8
龙华卡通,http://211.72.65.236:8517/.m3u8
龙华偶像,http://211.72.65.236:8536/.m3u8
龙华日韩,http://211.72.65.236:8535/.m3u8
龙华戏剧,http://211.72.65.236:8534/.m3u8
龙华电影,http://211.72.65.236:8581/.m3u8
纬来育乐,http://211.72.65.236:8584/.m3u8
GOODTV好消息,http://211.72.65.236:8508/.m3u8
TCL,http://211.72.65.236:8511/.m3u8
卫视西片,http://211.72.65.236:8583/.m3u8
东森幼幼,http://211.72.65.236:8515/.m3u8
东森综合,http://211.72.65.236:8524/.m3u8
纬来戏剧,http://211.72.65.236:8533/.m3u8
八大戏剧,http://211.72.65.236:8531/.m3u8
八大,http://211.72.65.236:8520/.m3u8
八大第一,http://211.72.65.236:8519/.m3u8
亚洲旅游,http://211.72.65.236:8513/.m3u8
STARWORD,http://211.72.65.236:8561/.m3u8
YAIWAN,http://211.72.65.236:8538/.m3u8
大爱,http://211.72.65.236:8507/.m3u8
国冡地理,http://211.72.65.236:8510/.m3u8
纬来电影,http://211.72.65.236:8579/.m3u8
东森戏剧,http://211.72.65.236:8530/.m3u8
纬来体育,http://211.72.65.236:8585/.m3u8
动物星球,http://211.72.65.236:8512/.m3u8
纬来日本,http://211.72.65.236:8537/.m3u8
卫视电影,http://211.72.65.236:8578/.m3u8
卫视中文,http://211.72.65.236:8523/.m3u8
纬来日本,http://211.72.65.236:8518/.m3u8
东方37,http://211.72.65.236:8528/.m3u8
好莱坞电影,http://211.72.65.236:8554/.m3u8
CINEMAX,http://211.72.65.236:8559/.m3u8,http://211.72.65.236:8502/.m3u8
HBO,http://211.72.65.236:8580/.m3u8
AXN,http://211.72.65.236:8582/.m3u
东森_新闻,http://37.27.111.214:8080/live/20/hls.m3u8
TVBS_HD,http://37.27.111.214:8080/live/23/hls.m3u8
民视_HD,http://37.27.111.214:8080/live/6/hls.m3u8
中视_HD,http://37.27.111.214:8080/live/7/hls.m3u8
华视_HD,http://37.27.111.214:8080/live/8/hls.m3u8
民视_第一,http://37.27.111.214:8080/live/4/hls.m3u8
民视_台湾,http://37.27.111.214:8080/live/5/hls.m3u8
三立_综合,http://37.27.111.214:8080/live/31/hls.m3u8
TVBS_欢乐,http://37.27.111.214:8080/live/24/hls.m3u8
龙华_电影,http://37.27.111.214:8080/live/19/hls.m3u8
猪哥亮歌厅,http://37.27.111.214:8080/live/35/hls.m3u8
亚洲_旅游,http://37.27.111.214:8080/live/10/hls.m3u8
幸福_空间,http://37.27.111.214:8080/live/26/hls.m3u8
Hakka_TV,http://37.27.111.214:8080/live/1/hls.m3u8
TiTV_原视,http://37.27.111.214:8080/live/2/hls.m3u8
动画_动漫,http://37.27.111.214:8080/live/57/hls.m3u8
Nick_动画,http://37.27.111.214:8080/live/12/hls.m3u8
Nick_动画2,http://37.27.111.214:8080/live/22/hls.m3u8
MoMo_亲子,http://37.27.111.214:8080/live/3/hls.m3u8
博斯_高球1,http://37.27.111.214:8080/live/13/hls.m3u8
博斯_运动1,http://37.27.111.214:8080/live/14/hls.m3u8
博斯_无限,http://37.27.111.214:8080/live/15/hls.m3u8
mTV_音乐,http://37.27.111.214:8080/live/25/hls.m3u8
HISTORY,http://37.27.111.214:8080/live/27/hls.m3u8
HITs_电影,http://37.27.111.214:8080/live/28/hls.m3u8
探案_电影,http://37.27.111.214:8080/live/11/hls.m3u8
CINEMA-,http://37.27.111.214:8080/live/30/hls.m3u8
TV5_MONDE,http://37.27.111.214:8080/live/9/hls.m3u8
BLOOMBERG,http://37.27.111.214:8080/live/34/hls.m3u8
DWnews,http://37.27.111.214:8080/live/46/hls.m3u8
CNBc_英,http://37.27.111.214:8080/live/102/hls.m3u8
互动_英語,http://37.27.111.214:8080/live/54/hls.m3u8
